kw,name,n,avg_len,avg_dis,z,p
KW-0483,Metalloprotease inhibitor,32,264.5,0.5625,1.279920755274995,0.9299999999999999
KW-0489,Methyltransferase,874,611.2219679633868,0.4748283752860412,-10.024299987416176,0.0
KW-0494,Milk protein,19,194.68421052631578,0.6842105263157895,2.9622818347627202,0.998
KW-0497,Mitogen,137,286.02919708029196,0.6788321167883211,5.546863877174171,1.0
KW-0503,Monooxygenase,555,503.36036036036035,0.1981981981981982,-24.30187509589877,0.0
KW-0504,Morphogen,3,460.6666666666667,1.0,1.2343236683500172,1.0
KW-0505,Motor protein,467,1227.6680942184155,0.8265524625267666,1.7578710510071713,0.964
KW-0514,Muscle protein,193,920.0051813471503,0.7305699481865285,4.354270693095206,1.0
KW-0515,Mutator protein,13,598.4615384615385,0.6923076923076923,-0.19019755688240036,0.546
KW-0518,Myosin,185,1275.2,0.7243243243243244,-3.6246205079655804,0.0
KW-0527,Neuropeptide,105,234.96190476190475,0.6761904761904762,8.201523941708547,1.0
KW-0528,Neurotoxin,66,209.62121212121212,0.16666666666666666,-2.1452942923455307,0.02300000000000002
KW-0529,Neurotransmitter,11,178.27272727272728,0.5454545454545454,1.4448085136233693,0.959
KW-0540,Nuclease,703,668.5391180654339,0.6017069701280228,-2.8260661111192125,0.0020000000000000018
KW-0543,Viral nucleoprotein,39,1202.7948717948718,0.8974358974358975,2.435328459470351,1.0
KW-0548,Nucleotidyltransferase,600,969.6833333333333,0.6266666666666667,-8.38150938590392,0.0
KW-0555,Opioid peptide,9,228.66666666666666,1.0,3.6568129106585867,1.0
KW-0560,Oxidoreductase,4126,472.25327193407657,0.28284052350945227,-44.997866408819576,0.0
KW-0562,Pair-rule protein,12,553.75,0.9166666666666666,2.153589669678219,0.999
KW-0568,Pathogenesis-related protein,12,374.25,0.5,-0.20656791251165402,0.55
KW-0575,Peroxidase,221,457.60633484162895,0.39819004524886875,-6.073145220108209,0.0
KW-0588,Pheromone,10,130.6,0.1,-1.2828587077298808,0.19399999999999995
KW-0593,Phospholipase A2 inhibitor,10,266.0,0.4,-0.23446728078863588,0.5369999999999999
KW-0599,Photoprotein,10,388.2,0.3,-1.8692914711911737,0.062000000000000055
KW-0600,Photoreceptor protein,77,540.6753246753246,0.4675324675324675,-4.031164222699662,0.0
KW-0626,Porin,63,318.8412698412698,0.20634920634920634,-4.954720087916012,0.0
KW-0629,Postsynaptic neurotoxin,13,71.92307692307692,0.23076923076923078,0.7270881520960988,0.87
KW-0631,Potassium channel,191,621.5183246073299,0.8481675392670157,4.5888103681516625,1.0
KW-0632,Potassium channel impairing toxin,19,80.63157894736842,0.21052631578947367,0.4878127403086894,0.791
KW-0637,Prenyltransferase,39,376.20512820512823,0.3076923076923077,-3.342460491472122,0.0010000000000000009
KW-0638,Presynaptic neurotoxin,6,100.66666666666667,0.16666666666666666,-0.21970905662721776,0.643
KW-0640,Prion,22,497.04545454545456,0.9090909090909091,3.119879155937571,1.0
KW-0645,Protease,1863,674.4170692431562,0.5389157273215244,-14.570380943113614,0.0
KW-0646,Protease inhibitor,284,446.2922535211268,0.4084507042253521,-3.2999437749803957,0.0
KW-0649,Protein kinase inhibitor,49,337.2040816326531,0.9591836734693877,8.99043729009279,1.0
KW-0650,Protein phosphatase inhibitor,64,352.859375,0.8125,6.19977338119576,1.0
KW-0652,Protein synthesis inhibitor,36,419.3333333333333,0.6944444444444444,2.320922028092337,0.994
KW-0655,Prothrombin activator,9,648.8888888888889,1.0,2.210713923656965,1.0
KW-0666,Pyrogen,9,267.77777777777777,0.3333333333333333,-0.8453946584213581,0.31599999999999995
KW-0675,Receptor,3424,647.9164719626168,0.5934579439252337,-12.434700324947505,0.0
KW-0678,Repressor,1988,589.2947686116701,0.852112676056338,21.280226053735586,1.0
KW-0681,Retinal protein,47,384.06382978723406,0.2765957446808511,-4.402883574785122,0.0
KW-0687,Ribonucleoprotein,1886,272.28525980911985,0.5959703075291622,18.280713790178122,1.0
KW-0689,Ribosomal protein,1408,186.3806818181818,0.5269886363636364,15.273138897605188,1.0
KW-0694,RNA-binding,2728,575.7642961876833,0.7635630498533724,17.390564012391657,1.0
KW-0695,RNA-directed DNA polymerase,62,1565.0806451612902,0.9838709677419355,0.8231348485578162,0.893
KW-0696,RNA-directed RNA polymerase,62,2506.1129032258063,0.8709677419354839,-5.962815341132336,0.0
KW-0697,Rotamase,172,282.06976744186045,0.5,1.4605985330107165,0.942
KW-0699,rRNA-binding,319,220.00940438871473,0.47335423197492166,4.296275007142837,1.0
KW-0708,Seed storage protein,17,334.7647058823529,0.7058823529411765,1.8008325772980844,0.988
KW-0709,Segmentation polarity protein,24,712.75,0.9166666666666666,1.8392835322070094,0.989
KW-0719,Serine esterase,141,423.0851063829787,0.28368794326241137,-7.976218273745238,0.0
KW-0720,Serine protease,460,700.0652173913044,0.5043478260869565,-9.128827353679998,0.0
KW-0721,Serine protease homolog,16,472.125,0.625,-0.06956505301282892,0.5820000000000001
KW-0722,Serine protease inhibitor,182,497.66483516483515,0.38461538461538464,-4.964650602149789,0.0
KW-0723,Serine/threonine-protein kinase,1782,802.2384960718294,0.8395061728395061,8.981828123811733,1.0
KW-0731,Sigma factor,34,330.47058823529414,0.5882352941176471,0.9059243178095142,0.865
KW-0734,Signal transduction inhibitor,115,408.4347826086956,0.8434782608695652,6.711222071967913,1.0
KW-0738,Voltage-gated sodium channel impairing toxin,22,79.54545454545455,0.045454545454545456,-1.441576873369043,0.12
KW-0758,Storage protein,29,598.2413793103449,0.5517241379310345,-0.7568768419551852,0.28800000000000003
KW-0766,Superantigen,2,245.5,0.0,-1.259028696966749,0.31100000000000005
KW-0788,Thiol protease,423,901.8416075650118,0.7257683215130024,-0.6885753118817364,0.265
KW-0789,Thiol protease inhibitor,63,411.06349206349205,0.3492063492063492,-0.887104456558584,0.22399999999999998
KW-0795,Thyroid hormone,10,935.2,0.3,-1.753463267108683,0.07899999999999996
KW-0799,Topoisomerase,60,910.3166666666667,0.9166666666666666,1.4344520750190148,0.955
KW-0800,Toxin,214,412.5093457943925,0.3925233644859813,-0.4595543613111994,0.35
KW-0807,Transducer,1703,482.2765707574868,0.41456253669994125,-18.06196935997454,0.0
KW-0808,Transferase,8846,631.9481121410807,0.5503052226995252,-26.397017089980036,0.0
KW-0820,tRNA-binding,119,575.4621848739496,0.5630252100840336,-2.2497414203719037,0.01200000000000001
KW-0825,Tumor antigen,26,428.8076923076923,0.7692307692307693,1.9164767500979094,0.986
KW-0829,Tyrosine-protein kinase,376,862.9973404255319,0.8909574468085106,3.5678679345563515,1.0
KW-0838,Vasoactive,46,267.0,0.7608695652173914,5.543641102720929,1.0
KW-0839,Vasoconstrictor,15,246.86666666666667,0.8,3.0920051527648207,0.999
KW-0840,Vasodilator,13,251.30769230769232,0.7692307692307693,2.8660212702935537,0.999
KW-0851,Voltage-gated channel,386,816.9818652849741,0.7772020725388601,2.1817034618417326,0.99
KW-0869,Chloride channel,124,560.733870967742,0.6290322580645161,-1.6375818448601787,0.05900000000000005
KW-0870,Voltage-gated chloride channel impairing toxin,1,62.0,0.0,-0.4348110418247755,0.841
KW-0872,Ion channel impairing toxin,60,74.91666666666667,0.15,-0.1544570301215785,0.54
KW-0878,Amphibian defense peptide,49,85.79591836734694,0.5306122448979592,6.451833963540527,1.0
KW-0888,Threonine protease,138,246.8768115942029,0.18115942028985507,-6.494504503492556,0.0
KW-0894,Sodium channel,94,990.468085106383,0.723404255319149,-1.6351058984337192,0.06599999999999995
KW-0904,Protein phosphatase,493,594.9614604462474,0.6328600405679513,-0.9940484427486835,0.18300000000000005
KW-0916,Viral movement protein,3,273.3333333333333,0.3333333333333333,-0.4569228714880093,0.53
KW-0929,Antimicrobial,349,191.07163323782234,0.37822349570200575,3.6898418785934775,1.0
KW-0930,Antiviral protein,6,311.0,0.5,0.21173960594369098,0.755
KW-0941,Suppressor of RNA silencing,6,2357.5,0.8333333333333334,0.13329149400148665,0.789
KW-0959,Myotoxin,9,98.11111111111111,0.1111111111111111,-0.7152278049237446,0.41300000000000003
KW-1061,Dermonecrotic toxin,2,305.0,0.0,-1.394665048307815,0.257
KW-1071,Ligand-gated ion channel,279,973.6989247311828,0.7813620071684588,0.01920229244294039,0.536
KW-1155,Translational shunt,3,1070.3333333333333,1.0,0.6251927651956234,1.0
KW-1182,Viral ion channel,28,2645.714285714286,0.9642857142857143,-0.26482481516505085,0.813
KW-1183,Host cell receptor for virus entry,77,619.2597402597403,0.7272727272727273,0.5943199802591128,0.776
KW-1199,Hemostasis impairing toxin,55,297.54545454545456,0.34545454545454546,-1.3494035346970308,0.10999999999999999
KW-1200,Hemorrhagic toxin,8,366.75,0.5,-0.19436029618044937,0.556
KW-1201,Platelet aggregation inhibiting toxin,24,252.5,0.375,-0.24595340236130195,0.496
KW-1202,Platelet aggregation activating toxin,8,197.125,0.0,-2.1327751756980766,0.020000000000000018
KW-1203,Blood coagulation cascade inhibiting toxin,5,127.6,0.0,-1.2826800587369267,0.247
KW-1204,Blood coagulation cascade activating toxin,13,525.1538461538462,0.6923076923076923,0.5894362163843461,0.812
KW-1205,Fibrinolytic toxin,3,242.66666666666666,0.3333333333333333,-0.35083181694963655,0.617
KW-1206,Fibrinogenolytic toxin,5,283.6,0.4,-0.25949436455292185,0.601
KW-1213,G-protein coupled receptor impairing toxin,10,175.3,0.6,1.946333380485633,0.986
KW-1214,G-protein coupled acetylcholine receptor impairing toxin,1,86.0,0.0,-0.4589703182414243,0.8260000000000001
KW-1216,Complement system impairing toxin,2,305.0,0.0,-1.4889177593850542,0.22499999999999998
KW-1217,Cell adhesion impairing toxin,6,352.5,1.0,3.0922299887890916,1.0
KW-1218,Voltage-gated calcium channel impairing toxin,6,65.33333333333333,0.16666666666666666,0.13444626112161254,0.779
KW-1219,Ryanodine-sensitive calcium-release channel impairing toxin,1,239.0,1.0,1.0988655599134032,1.0
KW-1220,Voltage-gated potassium channel impairing toxin,18,81.72222222222223,0.2222222222222222,0.5768358228385019,0.8240000000000001
KW-1221,Calcium-activated potassium channel impairing toxin,1,239.0,1.0,1.1489933049627348,1.0
KW-1222,Bradykinin receptor impairing toxin,1,161.0,1.0,1.57617275623305,1.0
KW-1242,Viral contractile tail ejection system,5,391.8,0.4,-0.7086195365458532,0.41600000000000004
KW-1243,Viral long flexible tail ejection system,12,611.1666666666666,0.4166666666666667,-1.5747582641602038,0.119
KW-1244,Viral short tail ejection system,8,615.75,0.625,-0.2868953874145046,0.5369999999999999
KW-1265,Chloride channel impairing toxin,1,62.0,0.0,-0.3984326185998212,0.863
